Id;TasaInteres; saldo_sol ;Edad;EstadoCivil;REGION;CrossSell;ratio.ant;Fuga
367;4,88;797,65;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
368;4,88;535,69;23;Div.Sol.Viu;NORTE.SUR;2;1;0
369;4,16;3359,02;28;Div.Sol.Viu;LIMA_CALLAO;1;1;0
370;4,88;539,73;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
371;4,16;3169,79;30;Cas.Conv;NORTE.SUR;1;1;0
372;4,16;13366,22;44;Div.Sol.Viu;LIMA_CALLAO;1;0,23;0
373;4,16;2885,87;36;Div.Sol.Viu;NORTE.SUR;2;0,73;0
374;4,88;1071,82;38;Cas.Conv;LIMA_CALLAO;2;0,91;0
375;4,16;9891,32;43;Cas.Conv;LIMA_CALLAO;1;1;0
376;4,16;4816,92;44;Div.Sol.Viu;LIMA_CALLAO;1;1;0
377;4,88;893,38;33;Div.Sol.Viu;LIMA_CALLAO;2;0,6;0
378;4,16;17322,84;40;Div.Sol.Viu;LIMA_CALLAO;1;0,11;0
379;4,16;26605,91;38;Cas.Conv;LIMA_CALLAO;5;0,65;0
380;4,16;6705,87;48;Div.Sol.Viu;LIMA_CALLAO;4;0,28;0
381;4,16;1095,82;39;Div.Sol.Viu;NORTE.SUR;1;1;0
382;4,16;4339,93;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
383;4,16;3865,29;41;Div.Sol.Viu;LIMA_CALLAO;1;1;0
384;4,16;593,1;41;Div.Sol.Viu;LIMA_CALLAO;1;1;0
386;4,88;953,73;28;Div.Sol.Viu;LIMA_CALLAO;3;1;0
387;4,16;10462,49;38;Div.Sol.Viu;LIMA_CALLAO;2;1;0
388;4,16;4271,93;46;Div.Sol.Viu;LIMA_CALLAO;3;0,9;0
389;4,16;45910,15;32;Div.Sol.Viu;LIMA_CALLAO;2;0,2;0
390;4,88;981,65;28;Div.Sol.Viu;LIMA_CALLAO;3;0,1;0
391;4,88;1372,46;48;Cas.Conv;LIMA_CALLAO;1;1;0
392;4,88;3483,82;37;Div.Sol.Viu;LIMA_CALLAO;1;0,14;0
393;4,88;859,67;28;Div.Sol.Viu;LIMA_CALLAO;1;1;0
394;4,16;15605,04;41;Cas.Conv;LIMA_CALLAO;1;1;0
395;4,88;14545,73;33;Cas.Conv;NORTE.SUR;2;0,32;0
396;4,16;24796,34;35;Div.Sol.Viu;LIMA_CALLAO;3;0,95;0
397;4,16;4083,76;40;Cas.Conv;LIMA_CALLAO;2;0,37;0
398;4,16;1604,3;50;Div.Sol.Viu;LIMA_CALLAO;1;1;0
399;4,16;6829,24;37;Div.Sol.Viu;LIMA_CALLAO;2;0,59;0
400;4,88;800,53;20;Div.Sol.Viu;LIMA_CALLAO;3;1;0
402;4,16;10351,58;50;Div.Sol.Viu;NORTE.SUR;1;1;0
403;4,16;784,95;60;Cas.Conv;NORTE.SUR;1;1;0
404;4,16;12621,16;62;Div.Sol.Viu;LIMA_CALLAO;2;0,35;0
405;4,16;3114,25;29;Div.Sol.Viu;LIMA_CALLAO;1;1;0
406;4,16;7460,87;31;Div.Sol.Viu;LIMA_CALLAO;4;0,17;0
407;4,16;39618,82;35;Div.Sol.Viu;LIMA_CALLAO;3;0,32;0
408;4,16;7967,9;43;Div.Sol.Viu;LIMA_CALLAO;1;0,37;0
409;4,88;1145,83;26;Div.Sol.Viu;NORTE.SUR;2;1;0
410;4,16;1864,36;35;Div.Sol.Viu;LIMA_CALLAO;1;1;0
411;4,16;5185,72;45;Div.Sol.Viu;LIMA_CALLAO;1;1;0
412;4,16;2273,67;54;Div.Sol.Viu;LIMA_CALLAO;1;1;0
413;4,16;2260,12;58;Cas.Conv;LIMA_CALLAO;1;0,95;0
414;4,16;8778,01;33;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
415;4,16;11165,89;56;Div.Sol.Viu;LIMA_CALLAO;3;0,38;0
416;4,16;4649,96;47;Div.Sol.Viu;LIMA_CALLAO;1;1;0
417;4,16;4105,32;59;Div.Sol.Viu;NORTE.SUR;2;1;0
418;4,16;747,14;65;Cas.Conv;NORTE.SUR;1;1;0
419;4,16;28885,77;42;Cas.Conv;LIMA_CALLAO;1;0,32;0
421;4,16;7349,29;50;Cas.Conv;LIMA_CALLAO;3;0,96;0
422;4,16;23241,39;58;Div.Sol.Viu;LIMA_CALLAO;2;0,56;0
423;4,16;2641,18;36;Cas.Conv;LIMA_CALLAO;3;1;0
424;4,16;18165,52;31;Div.Sol.Viu;LIMA_CALLAO;3;0,97;0
425;4,16;17734,16;62;Cas.Conv;LIMA_CALLAO;3;0,86;0
426;4,16;3906,18;26;Div.Sol.Viu;LIMA_CALLAO;3;0,92;0
427;4,16;37288,61;39;Cas.Conv;LIMA_CALLAO;1;1;0
428;4,16;5984,92;51;Cas.Conv;LIMA_CALLAO;1;0,99;0
429;4,16;2439,9;26;Div.Sol.Viu;NORTE.SUR;1;1;0
430;4,88;1069,03;27;Div.Sol.Viu;NORTE.SUR;1;1;0
431;4,88;1099,17;44;Cas.Conv;LIMA_CALLAO;2;1;0
432;4,88;1378,5;48;Cas.Conv;LIMA_CALLAO;1;1;0
433;4,16;1744,43;22;Div.Sol.Viu;LIMA_CALLAO;1;1;0
434;4,16;5318,88;38;Div.Sol.Viu;CENTRO;2;0,24;0
435;4,16;3119,82;60;Div.Sol.Viu;NORTE.SUR;2;0,98;0
436;4,88;851,13;34;Cas.Conv;LIMA_CALLAO;3;0,09;0
437;4,88;938,03;54;Div.Sol.Viu;LIMA_CALLAO;1;0,06;0
438;4,16;2071,37;27;Div.Sol.Viu;NORTE.SUR;2;0,87;0
439;4,16;10495,74;49;Div.Sol.Viu;LIMA_CALLAO;1;1;0
440;4,16;584,36;58;Div.Sol.Viu;NORTE.SUR;1;1;0
441;4,16;3170,89;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
443;4,16;3913,08;24;Div.Sol.Viu;LIMA_CALLAO;2;0,58;0
445;4,16;1035,04;29;Div.Sol.Viu;NORTE.SUR;1;1;0
446;4,16;1020,18;40;Div.Sol.Viu;LIMA_CALLAO;3;1;0
447;4,16;1754,92;27;Div.Sol.Viu;NORTE.SUR;1;0,99;0
448;4,88;692,88;35;Div.Sol.Viu;NORTE.SUR;1;1;0
449;4,16;5215,82;49;Div.Sol.Viu;NORTE.SUR;2;0,57;0
450;4,16;1204,89;51;Cas.Conv;LIMA_CALLAO;2;1;0
452;4,16;3222,81;27;Div.Sol.Viu;NORTE.SUR;1;0,95;0
453;4,88;1250,87;28;Div.Sol.Viu;LIMA_CALLAO;2;0,22;0
455;4,16;6788,37;34;Div.Sol.Viu;LIMA_CALLAO;2;0,19;0
456;4,88;843,31;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
457;4,16;3788,31;25;Div.Sol.Viu;LIMA_CALLAO;2;0,85;0
458;4,16;1690,9;32;Div.Sol.Viu;LIMA_CALLAO;1;0,43;0
459;4,16;2035,05;25;Div.Sol.Viu;NORTE.SUR;1;1;0
460;4,16;7139,11;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
461;4,88;15241,41;42;Cas.Conv;LIMA_CALLAO;5;0,76;0
462;4,16;4671,79;51;Cas.Conv;LIMA_CALLAO;2;1;0
463;4,88;640,68;22;Div.Sol.Viu;LIMA_CALLAO;1;1;0
465;4,88;565,76;22;Div.Sol.Viu;LIMA_CALLAO;1;1;0
466;4,16;2278,17;41;Div.Sol.Viu;NORTE.SUR;1;1;0
467;4,16;1952,96;44;Div.Sol.Viu;LIMA_CALLAO;1;0,21;0
468;4,16;8193,46;37;Div.Sol.Viu;LIMA_CALLAO;4;1;0
469;4,16;12027,23;41;Div.Sol.Viu;LIMA_CALLAO;1;1;0
470;4,88;2132,81;26;Div.Sol.Viu;LIMA_CALLAO;1;1;0
471;4,88;13358,9;32;Div.Sol.Viu;LIMA_CALLAO;2;1;0
472;4,16;9484,71;40;Div.Sol.Viu;LIMA_CALLAO;1;0,29;0
473;4,88;14743,33;52;Cas.Conv;LIMA_CALLAO;2;0,07;0
474;4,16;10513,14;37;Div.Sol.Viu;NORTE.SUR;2;0,53;0
475;4,16;11782,93;30;Div.Sol.Viu;NORTE.SUR;3;0,96;0
476;4,16;10036,57;27;Div.Sol.Viu;LIMA_CALLAO;1;1;0
477;4,16;834,03;24;Div.Sol.Viu;LIMA_CALLAO;1;1;0
478;4,16;3181,01;39;Cas.Conv;LIMA_CALLAO;3;1;0
479;4,16;587,78;51;Div.Sol.Viu;LIMA_CALLAO;1;0,7;0
480;4,16;665,79;35;Div.Sol.Viu;LIMA_CALLAO;1;1;0
481;4,16;3679,54;64;Cas.Conv;LIMA_CALLAO;1;1;0
482;4,16;13891,05;29;Div.Sol.Viu;NORTE.SUR;2;0,59;0
483;4,88;1380,6;37;Div.Sol.Viu;NORTE.SUR;2;0,57;0
484;4,16;969,09;41;Div.Sol.Viu;NORTE.SUR;1;1;0
485;4,16;663,93;43;Cas.Conv;LIMA_CALLAO;3;0,91;0
486;4,88;677,11;28;Div.Sol.Viu;LIMA_CALLAO;2;1;0
488;4,88;2210,52;33;Div.Sol.Viu;LIMA_CALLAO;2;1;0
489;4,16;10623,34;58;Div.Sol.Viu;LIMA_CALLAO;2;0,31;0
490;4,88;666,78;44;Div.Sol.Viu;LIMA_CALLAO;1;1;0
491;4,16;2687,96;21;Div.Sol.Viu;LIMA_CALLAO;1;1;0
492;4,16;2585,55;38;Div.Sol.Viu;NORTE.SUR;1;0,98;0
493;4,16;4778,2;59;Div.Sol.Viu;LIMA_CALLAO;1;1;0
494;4,88;674,38;22;Div.Sol.Viu;LIMA_CALLAO;1;1;0
495;4,16;5643,65;39;Cas.Conv;LIMA_CALLAO;1;1;0
496;4,16;13969,67;54;Cas.Conv;NORTE.SUR;1;0,95;0
497;4,88;763,68;47;Div.Sol.Viu;LIMA_CALLAO;1;1;0
498;4,16;4457,26;48;Cas.Conv;LIMA_CALLAO;2;0,41;0
499;4,16;8356,58;48;Div.Sol.Viu;NORTE.SUR;1;1;0
501;4,16;13942,09;40;Div.Sol.Viu;NORTE.SUR;3;0,98;0
502;4,16;569,7;39;Div.Sol.Viu;LIMA_CALLAO;2;1;0
503;4,16;1208,08;42;Div.Sol.Viu;NORTE.SUR;1;0,44;0
504;4,16;3958,36;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
505;4,16;27380;56;Cas.Conv;LIMA_CALLAO;2;0,75;0
507;4,16;1128,76;59;Cas.Conv;NORTE.SUR;1;0,68;0
508;4,16;34187,9;55;Cas.Conv;LIMA_CALLAO;3;0,65;0
509;4,88;696,75;43;Cas.Conv;NORTE.SUR;2;1;0
510;4,88;1307,98;42;Div.Sol.Viu;LIMA_CALLAO;1;1;0
511;4,88;528,83;50;Cas.Conv;LIMA_CALLAO;2;0,05;0
512;4,16;12746,98;35;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
513;4,16;91786,5;41;Div.Sol.Viu;LIMA_CALLAO;3;0,2;0
514;4,16;3686,24;39;Div.Sol.Viu;NORTE.SUR;1;1;0
515;4,16;24890,57;53;Cas.Conv;LIMA_CALLAO;3;1;0
516;4,16;6156,5;50;Div.Sol.Viu;LIMA_CALLAO;1;0,88;0
517;4,16;2000,67;39;Div.Sol.Viu;LIMA_CALLAO;2;0,92;0
518;4,16;5862,85;59;Div.Sol.Viu;LIMA_CALLAO;2;0,63;0
519;4,16;6547,74;24;Div.Sol.Viu;LIMA_CALLAO;1;1;0
520;4,16;1090,99;44;Div.Sol.Viu;NORTE.SUR;1;0,99;0
521;4,88;1548,02;28;Div.Sol.Viu;LIMA_CALLAO;2;0,92;0
522;4,16;9688,81;37;Div.Sol.Viu;CENTRO;2;0,99;0
523;4,16;23477,34;49;Cas.Conv;NORTE.SUR;1;0,61;0
524;4,16;3794,09;35;Div.Sol.Viu;LIMA_CALLAO;1;0,88;0
525;4,16;18387,73;27;Div.Sol.Viu;LIMA_CALLAO;1;1;0
526;4,16;7331,2;48;Div.Sol.Viu;LIMA_CALLAO;1;1;0
527;4,16;6611,7;26;Div.Sol.Viu;NORTE.SUR;2;0,91;0
528;4,16;3294,98;24;Div.Sol.Viu;LIMA_CALLAO;2;1;0
529;4,88;1798,05;52;Cas.Conv;NORTE.SUR;2;0,72;0
530;4,16;18739,91;57;Cas.Conv;LIMA_CALLAO;2;0,76;0
531;4,88;2302,97;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
533;4,16;10769,3;35;Div.Sol.Viu;LIMA_CALLAO;1;1;0
534;4,88;1551,34;36;Div.Sol.Viu;LIMA_CALLAO;2;0,99;0
536;4,16;4426,36;30;Div.Sol.Viu;NORTE.SUR;2;1;0
537;4,16;13301,85;32;Div.Sol.Viu;LIMA_CALLAO;1;1;0
538;4,16;10234,86;62;Div.Sol.Viu;LIMA_CALLAO;1;0,18;0
539;4,16;3967,89;24;Div.Sol.Viu;LIMA_CALLAO;2;1;0
540;4,16;11494,29;61;Cas.Conv;NORTE.SUR;3;0,6;0
541;4,88;19792,9;37;Cas.Conv;LIMA_CALLAO;5;0,95;0
542;4,16;1306,12;30;Div.Sol.Viu;LIMA_CALLAO;2;1;0
543;4,16;3861,47;51;Cas.Conv;NORTE.SUR;1;1;0
544;4,16;31963,43;37;Div.Sol.Viu;LIMA_CALLAO;2;0,53;0
545;4,16;2550,58;29;Div.Sol.Viu;LIMA_CALLAO;1;1;0
546;4,16;1062,93;59;Div.Sol.Viu;NORTE.SUR;1;1;0
547;4,16;7129,29;54;Cas.Conv;LIMA_CALLAO;2;0,96;0
548;4,88;662,51;30;Div.Sol.Viu;LIMA_CALLAO;1;0,26;0
549;4,88;637,62;24;Div.Sol.Viu;LIMA_CALLAO;3;0,42;0
550;4,16;3732,11;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
551;4,16;1528,17;30;Div.Sol.Viu;LIMA_CALLAO;3;0,94;0
552;4,16;4206,28;33;Div.Sol.Viu;LIMA_CALLAO;1;0,44;0
553;4,16;4755,42;40;Div.Sol.Viu;LIMA_CALLAO;1;1;0
554;4,16;4715,31;42;Cas.Conv;LIMA_CALLAO;2;1;0
555;4,16;4768,05;58;Div.Sol.Viu;LIMA_CALLAO;2;0,45;0
556;4,16;5115,58;38;Div.Sol.Viu;LIMA_CALLAO;2;0,7;0
557;4,16;5368,84;38;Div.Sol.Viu;LIMA_CALLAO;4;0,29;0
558;4,88;2923,78;61;Div.Sol.Viu;NORTE.SUR;1;1;0
559;4,88;2195,19;63;Div.Sol.Viu;NORTE.SUR;1;1;0
561;4,16;2217,87;61;Cas.Conv;LIMA_CALLAO;2;0,97;0
562;4,16;2797,62;49;Cas.Conv;LIMA_CALLAO;1;0,92;0
563;4,88;674,38;20;Div.Sol.Viu;LIMA_CALLAO;1;1;0
564;4,16;2765,71;31;Div.Sol.Viu;NORTE.SUR;1;1;0
565;4,16;30177,48;31;Div.Sol.Viu;LIMA_CALLAO;1;0,94;0
566;4,16;15461,08;45;Div.Sol.Viu;LIMA_CALLAO;2;1;0
567;4,16;4342,4;32;Cas.Conv;NORTE.SUR;1;1;0
568;4,16;2957,01;25;Div.Sol.Viu;LIMA_CALLAO;1;1;0
569;4,88;1979,93;39;Cas.Conv;LIMA_CALLAO;2;1;0
570;4,16;1588,73;52;Div.Sol.Viu;LIMA_CALLAO;1;1;0
571;4,16;4563,19;30;Cas.Conv;LIMA_CALLAO;2;0,98;0
572;4,16;7392,85;39;Div.Sol.Viu;LIMA_CALLAO;1;0,65;0
573;4,16;1615,62;53;Cas.Conv;LIMA_CALLAO;1;1;0
575;4,16;9743,27;58;Cas.Conv;LIMA_CALLAO;3;0,14;0
576;4,88;15902,63;34;Cas.Conv;LIMA_CALLAO;1;0,24;0
577;4,16;5950,1;63;Div.Sol.Viu;LIMA_CALLAO;1;1;0
578;4,16;15303,26;33;Div.Sol.Viu;LIMA_CALLAO;3;0,61;0
579;4,16;1204,89;54;Cas.Conv;LIMA_CALLAO;1;1;0
580;4,16;3121,18;31;Cas.Conv;NORTE.SUR;1;0,99;0
581;4,16;7782,13;43;Div.Sol.Viu;LIMA_CALLAO;1;1;0
582;4,16;72246,07;39;Div.Sol.Viu;LIMA_CALLAO;5;0,94;0
584;4,16;2746,57;30;Div.Sol.Viu;LIMA_CALLAO;3;0,38;0
585;4,88;15776,66;31;Div.Sol.Viu;NORTE.SUR;1;0,73;0
586;4,16;8242,52;59;Div.Sol.Viu;LIMA_CALLAO;3;1;0
587;4,16;6131,74;56;Cas.Conv;LIMA_CALLAO;3;0,35;0
588;4,16;6343,6;32;Div.Sol.Viu;LIMA_CALLAO;1;0,58;0
589;4,88;1226,8;57;Cas.Conv;LIMA_CALLAO;1;1;0
590;4,16;15860,23;57;Cas.Conv;LIMA_CALLAO;1;1;0
591;4,88;2048,05;35;Div.Sol.Viu;LIMA_CALLAO;3;0,09;0
593;4,16;1760,16;42;Div.Sol.Viu;CENTRO;1;1;0
594;4,88;1957,04;31;Div.Sol.Viu;NORTE.SUR;1;1;0
595;4,16;2415,47;43;Cas.Conv;LIMA_CALLAO;2;0,38;0
596;4,88;5832,41;32;Div.Sol.Viu;LIMA_CALLAO;1;1;0
597;4,16;23015,88;43;Div.Sol.Viu;LIMA_CALLAO;2;1;0
598;4,88;3883,65;31;Div.Sol.Viu;LIMA_CALLAO;1;0,12;0
599;4,16;10225,99;46;Div.Sol.Viu;NORTE.SUR;1;1;0
600;4,88;5280,96;47;Div.Sol.Viu;LIMA_CALLAO;1;1;0
601;4,16;8678,56;47;Div.Sol.Viu;LIMA_CALLAO;1;0,13;0
602;4,16;3592,88;38;Div.Sol.Viu;LIMA_CALLAO;2;0,22;0
603;4,16;3586,18;58;Div.Sol.Viu;LIMA_CALLAO;2;0,17;0
604;4,88;564,33;51;Div.Sol.Viu;NORTE.SUR;2;0,2;0
605;4,16;2917,78;60;Cas.Conv;LIMA_CALLAO;1;1;0
606;4,16;4102,4;41;Cas.Conv;NORTE.SUR;1;0,93;0
607;4,88;10623,34;58;Div.Sol.Viu;LIMA_CALLAO;2;0,14;0
608;4,16;18884,71;32;Div.Sol.Viu;LIMA_CALLAO;4;0,98;0
610;4,16;9885,91;52;Cas.Conv;LIMA_CALLAO;1;1;0
611;4,16;6715;43;Div.Sol.Viu;NORTE.SUR;1;1;0
612;4,16;4294,82;60;Div.Sol.Viu;NORTE.SUR;1;1;0
613;4,88;4946;44;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
615;4,16;7760,45;30;Div.Sol.Viu;LIMA_CALLAO;2;0,81;0
617;4,16;2147,97;20;Div.Sol.Viu;LIMA_CALLAO;4;0,99;0
618;4,16;8760,48;52;Cas.Conv;LIMA_CALLAO;1;1;0
620;4,88;540,66;20;Div.Sol.Viu;LIMA_CALLAO;2;1;0
621;4,16;2433,9;34;Div.Sol.Viu;LIMA_CALLAO;3;1;0
622;4,88;741,29;37;Div.Sol.Viu;LIMA_CALLAO;1;0,11;0
623;4,88;1152,96;24;Div.Sol.Viu;LIMA_CALLAO;1;1;0
624;4,16;4094,82;26;Div.Sol.Viu;NORTE.SUR;1;0,97;0
625;4,16;4474,51;29;Div.Sol.Viu;LIMA_CALLAO;2;1;0
626;4,16;4504,6;48;Div.Sol.Viu;LIMA_CALLAO;2;0,44;0
627;4,16;5664,61;55;Div.Sol.Viu;LIMA_CALLAO;1;0,72;0
628;4,16;6299,65;55;Div.Sol.Viu;NORTE.SUR;4;0,64;0
629;4,16;11372,85;56;Div.Sol.Viu;LIMA_CALLAO;1;0,63;0
630;4,88;1051,15;45;Div.Sol.Viu;NORTE.SUR;1;0,14;0
632;4,16;2199,35;62;Cas.Conv;NORTE.SUR;1;1;0
634;4,16;2796,35;33;Div.Sol.Viu;LIMA_CALLAO;2;1;0
636;4,16;533,08;35;Div.Sol.Viu;LIMA_CALLAO;2;1;0
637;4,16;24027,08;30;Div.Sol.Viu;LIMA_CALLAO;3;0,69;0
638;4,16;1360,35;46;Div.Sol.Viu;NORTE.SUR;1;1;0
639;4,16;1015,12;45;Div.Sol.Viu;NORTE.SUR;1;1;0
640;4,16;22669,57;42;Div.Sol.Viu;LIMA_CALLAO;1;0,48;0
641;4,16;9626,51;27;Div.Sol.Viu;LIMA_CALLAO;1;1;0
642;4,16;3285,92;52;Div.Sol.Viu;NORTE.SUR;2;1;0
643;4,16;982,53;59;Cas.Conv;NORTE.SUR;1;1;0
644;4,16;7221,96;50;Cas.Conv;LIMA_CALLAO;1;1;0
645;4,88;1547,87;34;Cas.Conv;LIMA_CALLAO;1;0,35;0
646;4,88;1719,11;27;Div.Sol.Viu;LIMA_CALLAO;1;1;0
647;4,16;12223,78;39;Div.Sol.Viu;LIMA_CALLAO;2;0,98;0
650;4,88;13733,52;63;Cas.Conv;LIMA_CALLAO;2;0,07;0
651;4,88;1051,42;23;Div.Sol.Viu;LIMA_CALLAO;4;0,92;0
652;4,16;4430,11;29;Div.Sol.Viu;LIMA_CALLAO;3;0,93;0
653;4,16;5419,36;40;Div.Sol.Viu;CENTRO;2;1;0
655;4,16;4196,33;34;Div.Sol.Viu;LIMA_CALLAO;2;0,56;0
656;4,16;3386,15;65;Cas.Conv;LIMA_CALLAO;2;1;0
657;4,16;3889,89;26;Div.Sol.Viu;NORTE.SUR;1;1;0
658;4,16;17894,71;47;Div.Sol.Viu;LIMA_CALLAO;2;0,33;0
659;4,16;13094,33;37;Cas.Conv;LIMA_CALLAO;4;0,95;0
661;4,16;1793,35;62;Div.Sol.Viu;LIMA_CALLAO;1;1;0
662;4,16;32923,11;41;Div.Sol.Viu;NORTE.SUR;2;0,75;0
663;4,88;8346,62;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
664;4,88;1076,09;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
665;4,16;5612,86;27;Div.Sol.Viu;LIMA_CALLAO;1;1;0
666;4,88;1152,33;20;Div.Sol.Viu;LIMA_CALLAO;1;0,51;0
668;4,88;1518,65;30;Div.Sol.Viu;NORTE.SUR;2;0,38;0
669;4,16;2934,72;30;Div.Sol.Viu;NORTE.SUR;1;0,59;0
670;4,16;6496,26;28;Div.Sol.Viu;NORTE.SUR;1;1;0
671;4,16;5581,8;50;Div.Sol.Viu;LIMA_CALLAO;1;0,42;0
673;4,16;5071,29;41;Div.Sol.Viu;LIMA_CALLAO;1;0,63;0
674;4,16;9940,77;34;Div.Sol.Viu;NORTE.SUR;3;0,91;0
675;4,16;1031,23;47;Cas.Conv;NORTE.SUR;1;0,95;0
676;4,16;874,93;45;Div.Sol.Viu;LIMA_CALLAO;1;1;0
677;4,16;17514,04;53;Div.Sol.Viu;LIMA_CALLAO;2;0,46;0
678;4,16;32991,89;61;Div.Sol.Viu;LIMA_CALLAO;2;0,51;0
679;4,16;4329,98;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
680;4,16;2131,36;47;Div.Sol.Viu;NORTE.SUR;1;1;0
681;4,88;945,95;54;Cas.Conv;LIMA_CALLAO;1;1;0
682;4,88;5844,65;32;Div.Sol.Viu;LIMA_CALLAO;1;1;0
683;4,16;7189,54;38;Div.Sol.Viu;LIMA_CALLAO;1;1;0
684;4,88;3610,82;53;Cas.Conv;LIMA_CALLAO;1;0,99;0
685;4,16;13231,61;34;Div.Sol.Viu;LIMA_CALLAO;2;0,89;0
686;4,88;7584,5;49;Div.Sol.Viu;LIMA_CALLAO;2;1;0
687;4,16;2502,23;55;Div.Sol.Viu;NORTE.SUR;1;0,99;0
688;4,16;5895,15;49;Cas.Conv;LIMA_CALLAO;3;0,38;0
689;4,88;1807,96;50;Div.Sol.Viu;NORTE.SUR;2;0,91;0
690;4,88;1459,26;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
691;4,88;8511,29;40;Div.Sol.Viu;LIMA_CALLAO;2;0,16;0
692;4,16;511,16;54;Cas.Conv;LIMA_CALLAO;1;0,98;0
694;4,16;7656,55;36;Div.Sol.Viu;LIMA_CALLAO;1;0,98;0
695;4,16;1208,01;24;Div.Sol.Viu;NORTE.SUR;1;1;0
696;4,16;645,01;45;Cas.Conv;LIMA_CALLAO;2;0,5;0
697;4,16;3876,75;25;Div.Sol.Viu;LIMA_CALLAO;1;1;0
698;4,16;4290,41;37;Div.Sol.Viu;LIMA_CALLAO;1;1;0
699;4,16;1771,76;31;Div.Sol.Viu;NORTE.SUR;2;0,24;0
701;4,16;4784,13;49;Div.Sol.Viu;CENTRO;2;0,38;0
702;4,16;3150,3;57;Div.Sol.Viu;NORTE.SUR;1;1;0
703;4,16;2076,36;22;Div.Sol.Viu;LIMA_CALLAO;2;1;0
704;4,88;9065,97;37;Cas.Conv;LIMA_CALLAO;2;0,92;0
705;4,16;1661,75;29;Div.Sol.Viu;NORTE.SUR;1;0,9;0
706;4,16;5659,12;37;Div.Sol.Viu;NORTE.SUR;1;0,96;0
707;4,16;2751,71;39;Cas.Conv;LIMA_CALLAO;1;0,98;0
708;4,88;9198,9;45;Cas.Conv;LIMA_CALLAO;5;0,08;0
709;4,16;514,59;30;Div.Sol.Viu;LIMA_CALLAO;1;1;0
710;4,88;19823,46;43;Div.Sol.Viu;LIMA_CALLAO;2;0,32;0
711;4,88;1456,4;29;Cas.Conv;LIMA_CALLAO;2;0,56;0
712;4,16;4210,83;33;Div.Sol.Viu;LIMA_CALLAO;1;1;0
713;4,88;1000,57;41;Div.Sol.Viu;LIMA_CALLAO;1;1;0
714;4,16;6017,54;51;Div.Sol.Viu;LIMA_CALLAO;2;0,67;0
715;4,16;1104,89;34;Div.Sol.Viu;NORTE.SUR;1;1;0
716;4,16;3118,77;47;Cas.Conv;NORTE.SUR;3;0,29;0
717;4,16;6238,26;25;Div.Sol.Viu;LIMA_CALLAO;1;1;0
718;4,88;934,97;28;Div.Sol.Viu;NORTE.SUR;1;1;0
719;4,16;535,54;53;Cas.Conv;NORTE.SUR;2;0,89;0
720;4,88;1404,03;60;Cas.Conv;LIMA_CALLAO;1;1;0
721;4,16;5986,81;52;Cas.Conv;NORTE.SUR;1;0,24;0
722;4,88;1630,86;37;Div.Sol.Viu;NORTE.SUR;1;1;0
723;4,16;1817,61;41;Cas.Conv;NORTE.SUR;1;1;0
724;4,88;16691,8;32;Div.Sol.Viu;NORTE.SUR;2;0,36;0
725;4,16;9806,97;47;Cas.Conv;LIMA_CALLAO;1;1;0
726;4,16;3779,1;24;Div.Sol.Viu;LIMA_CALLAO;2;1;0
727;4,16;4907,2;37;Div.Sol.Viu;LIMA_CALLAO;2;0,38;0
728;4,16;4599,84;57;Div.Sol.Viu;LIMA_CALLAO;2;0,17;0
729;4,16;5609,11;54;Cas.Conv;LIMA_CALLAO;1;0,17;0
730;4,16;14948,62;43;Div.Sol.Viu;NORTE.SUR;2;0,95;0
731;4,88;1251,7;39;Cas.Conv;LIMA_CALLAO;2;1;0
732;4,88;809,21;49;Div.Sol.Viu;NORTE.SUR;1;1;0
733;4,88;817,48;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
734;4,88;951,69;40;Div.Sol.Viu;LIMA_CALLAO;1;0,94;0
735;4,16;17048,2;34;Div.Sol.Viu;LIMA_CALLAO;2;1;0
736;4,88;951,91;57;Cas.Conv;LIMA_CALLAO;1;1;0
737;4,16;5432,66;52;Div.Sol.Viu;LIMA_CALLAO;2;0,54;0
738;4,88;1308,13;36;Div.Sol.Viu;LIMA_CALLAO;1;1;0
739;4,16;23706,06;58;Cas.Conv;LIMA_CALLAO;1;1;0
740;4,16;1463,55;54;Cas.Conv;LIMA_CALLAO;1;1;0
741;4,88;796,02;23;Div.Sol.Viu;LIMA_CALLAO;2;1;0
742;4,88;3420,48;41;Cas.Conv;LIMA_CALLAO;1;1;0
